;quote;author;book;category
2083;"Dream? What it is? If you realise it, it's everything; if not, continue the slumber.";Vikrmn; Corpkshetra;art
1746;When you leave where God is sending you to somewhere else, your star will varnish. A lesson to learn here....don't go to Herod's house when you are looking for Jesus.;Patience Johnson; Why Does an Orderly God Allow Disorder;art
120;You've a good heart. Sometimes that's enough to see you safe wherever you go. But mostly, it's not.;Neil Gaiman; Neverwhere;art
5514;True freedom is in not having a master, but in making the master your slave;Bangambiki Habyarimana; The Great Pearl of Wisdom;art
7639;I had a hundred and seventeen days in which to convince Will Traynor that he had a reason to live.;Jojo Moyes; Me Before You;art
3804;There always seemed to be a better way, except when it came to people. Once broken, people couldn't be repaired.;Michael J. Sullivan; Age of Swords;art
992;When the writer (or the artist in general) says he has worked without giving any thought to the rules of the process, he simply means he was working without realizing he knew the rules.;Umberto Eco; Postscript to the Name of the Rose;art
5495;When you are aligned with the truth of who you truly are, then you experience bliss.;Vivian Amis; I AM - The Key to Manifesting;art
3731;Mapmaker mapmakermake me a mapone to one scale, without a single gap.Map every rock,every thought, every treeand erase all the territory.;Joseph Gordon-Levitt; The Tiny Book of Tiny Stories, Vol. 2;art
2045;There have been times I have thought some dreams should never be dreamt, but I would hate a world where that was true.;Daniel Amory; Minor Snobs;art
809;In God's presence I find peace that is much deeper than any disappointment. I will grow and I understand I can't grow myself, that is why I need God and His grace.;Patience Johnson; Why Does an Orderly God Allow Disorder;art
6382;Trust your heart and embrace the journey. You may make a wrong turn but your heart will get you back on the right path. Just keep making choices and don’t second guess yourself.;E'yen A. Gardner; Detox 21: 21 day cleansing of the soul;art
5331;Live for what you love, and die for what you're unwilling to live without...;Seja Majeed; The Forgotten Tale of Larsa;art
1491;I am an artist you know ... it is my right to be odd.;E.A. Bucchianeri; Brushstrokes of a Gadfly;art
10922;All good art cannot help but confront denial on its way to truth.;Pete Townshend; Who I Am;art
5739;I am part of everyone I ever dated on OK Cupid.;Slash Coleman; The Bohemian Love Diaries: A Memoir;art
1130;Don't look with your eyes. Don't think with your mind. Know with your heart.;Anita B. Sulser PhD; We Are One;art
12619;Even when the strings are broken in our lives, the sweet music plays on in our hearts.;Bryant McGill; Simple Reminders: Inspiration for Living Your Best Life;art
4636;Your hearts know in silence the secrets of the days and nights.;Kahlil Gibran; The Prophet;art
12368;And it was sad music fit to make you cut your throat.;Angela Carter; Nights at the Circus;art
965;Before Marriage opposite attracts, after marriage opposite attacks☺. Just telling you the truth.;Patience Johnson; Why Does an Orderly God Allow Disorder;education
2740;A man, though wise, should never be ashamed of learning more, and must unbend his mind.;Sophocles; Antigone;education
1753;Run the race of life with all perseverance and endurance.;Lailah Gifty Akita; Think Great: Be Great!;education
2149;Keep trying! You will succeed at the sacred time.;Lailah Gifty Akita; Think Great: Be Great!;education
1243;It is my toughest time but the greatest.;Lailah Gifty Akita; Think Great: Be Great!;education
1488;No matter how much struggle you face in your journey towards success, someday you will look back and realize your struggles changed your life for the better.;Abhysheq Shukla;" The Reflection ""Success or Stress""Choose Wisely";education
3675;One major factor that will prevent your dreams from becoming nightmares is learning to vacate your spectators’ seat and then taking steps towards the players' bench! You've got to play to win!;Israelmore Ayivor; The Great Hand Book of Quotes;education
781;"Most people who were educated have become the ""problems"" instead of problem solvers.";Israelmore Ayivor; Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts;education
2684;Borrow money only for an education that will yield enough of a return in the job market to allow you to pay your loans back.;Kevin Carey; The End of College: Creating the Future of Learning and the University of Everywhere;education
1237;Write down your goals and let it be your guidepost.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;education
3613;Learning your lesson from a mistake is healthy, but living forever in the emotions of your past mistakes is toxic and debilitating.;Bryant McGill; Simple Reminders: Inspiration for Living Your Best Life;education
400;You didn't need a college degree to become one of the people who knew what was really going on. If you paid attention, you could pick things up on your own.;Jeannette Walls; The Glass Castle;education
1120;Every child should be taught how to read, write and think.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;education
1796;Work with great zeal.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;education
2095;When you increase in learning and education, you increase your ability to act, and you have a chance to improve your circumstances.;Steve Shallenberger; Becoming Your Best: The 12 Principles of Highly Successful Leaders;education
1617;Life is a teacher. We are the student.;Lailah Gifty Akita; Think Great: Be Great!;education
97;The best place to conceal esoteric information is right in front of us.;Compton Gage; Devil's Inception;education
2155;Always work enthusiastically.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;education
2703;Understanding is the assassin of bigotry, and lays a strong foundation upon which to build a tolerant society.;Narissa Doumani; A Spacious Life: Memoir of a Meditator;education
1483;In the end it will be your “Actions” “Convictions” & “Thoughts” which will determine how you shaped your life.;Abhysheq Shukla;" The Reflection ""Success or Stress""Choose Wisely";education
816;Education is the means to end, not the end itself. Education should not become another status quo, or silo, or the end.;Pearl Zhu; Digital Gaps: Bridging Multiple Gaps to Run Cohesive Digital Business;education
724;Music and symbols, they're older than human race.Prehuman beings used them to teach early mankind.;Toba Beta; My Ancestor Was an Ancient Astronaut;education
1111;When you read about chemistry and physics, you want to do them too.;Robert A. Heinlein; Have Space Suit—Will Travel;education
1565;No body is a looser either he is a Winner or a Learner;Abhysheq Shukla;" KISS Life  ""Life is what you make it""";education
300;How could we have developed our intellectual skills without education?;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;education
107;First Cosmic Seal:(Devic Seal 333) One who has received this Cosmic Seal is empowered to control not less than 40,000 spirits.;Compton Gage; Devil's Inception;education
1540;I will pursue my dreams wholeheartedly.;Lailah Gifty Akita; Think Great: Be Great!;education
1336;Confidence creates courage.;Lailah Gifty Akita; Think Great: Be Great!;education
2147;The pursuit of a greater self is a holy-being.;Lailah Gifty Akita; Think Great: Be Great!;education
3473;The longer you pause to process surprising or negative feedback, the more likely you are to learn from it.;Susan Cain; Quiet: The Power of Introverts in a World That Can't Stop Talking;education
2335;Where there is ignorance, sickness will thrive.;Osamu Tezuka; Ode to Kirihito;education
3450;"Blames after each failure keep lessons unlearned. When you fall, rise up quickly and learn your lessons... Blames will never make any change; applied lessons will do!";Israelmore Ayivor; Daily Drive 365;education
637;Jack Woodson is currently living and working in Dallas, TX. He has forty children, and all of them have different mothers.;John  Pearson; Learn Me Good;education
3155;I don’t ever want to hurt anyone, but I really wish there was something like a reset button on my life.;Jennifer Elisabeth; Born Ready: Unleash Your Inner Dream Girl;education
3306;As a camera is an instrument that teaches us how to see when we don't have a camera, writing is a process that teaches how to think when we are not writing.;Ted Agon; The Human Key Condensed;education
3573;Why can't the ex-Chemist have a second chance? I get that we're kids and he's an adult, but you don't learn everything before you grow up. You learn until grass grows on your grave.;Shelley Tougas; The Graham Cracker Plot;education
829;Which has left me with a healthy respect and fondness for higher education that those of my friends and family who attended universities were cured of long ago.;Neil Gaiman; The View from the Cheap Seats: Selected Nonfiction;education
3641;Isn't it splendid to think of all the things there are to find out about? It just makes me feel glad to be alive--it's such an interesting world;L.M. Montgomery; Anne of Green Gables;education
1601;Be content with what you have. You have enough to live happy life.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;education
656;"the difference between the old and the new education being) in a word, the old was a kind of propagation - men transmitting manhood to men; the new is merely propaganda.";C.S. Lewis; The Abolition of Man;education
